Year,Status,Rate,Bracket_Gt
1969,MFJ,0.66,140000
1969,MFJ,0.68,160000
1969,MFJ,0.69,180000
1969,MFJ,0.7,200000
1969,MFS,0.14,0
1969,MFS,0.15,500
1969,MFS,0.16,1000
1969,MFS,0.17,1500
1969,MFS,0.19,2000
1969,MFS,0.22,4000
1969,MFS,0.25,6000
1969,MFS,0.28,8000
1969,MFS,0.32,10000
1969,MFS,0.36,12000
1969,MFS,0.39,14000
1969,MFS,0.42,16000
1969,MFS,0.45,18000
1969,MFS,0.48,20000
1969,MFS,0.5,22000
1969,MFS,0.53,26000
1969,MFS,0.55,32000
1969,MFS,0.58,38000
1969,MFS,0.6,44000
1969,MFS,0.62,50000
1969,MFS,0.64,60000
1969,MFS,0.66,70000
1969,MFS,0.68,80000
1969,MFS,0.69,90000
1969,MFS,0.7,100000
1969,S,0.14,0
1969,S,0.15,500
1969,S,0.16,1000
1969,S,0.17,1500
1969,S,0.19,2000
1969,S,0.22,4000
1969,S,0.25,6000
1969,S,0.28,8000
1969,S,0.32,10000
1969,S,0.36,12000
1969,S,0.39,14000
1969,S,0.42,16000
1969,S,0.45,18000
1969,S,0.48,20000
1969,S,0.5,22000
1969,S,0.53,26000
1969,S,0.55,32000
1969,S,0.58,38000
1969,S,0.6,44000
1969,S,0.62,50000
1969,S,0.64,60000
1969,S,0.66,70000
1969,S,0.68,80000
1969,S,0.69,90000
1969,S,0.7,100000
1968,HOH,0.14,0
1968,HOH,0.16,1000
1968,HOH,0.18,2000
1968,HOH,0.2,4000
1968,HOH,0.22,6000
1968,HOH,0.25,8000
1968,HOH,0.27,10000
1968,HOH,0.31,12000
1968,HOH,0.32,14000
1968,HOH,0.35,16000
1968,HOH,0.36,18000
1968,HOH,0.4,20000
1968,HOH,0.41,22000
1968,HOH,0.43,24000
1968,HOH,0.45,26000
1968,HOH,0.46,28000
1968,HOH,0.48,32000
1968,HOH,0.5,36000
1968,HOH,0.52,38000
1968,HOH,0.53,40000
1968,HOH,0.55,44000
1968,HOH,0.56,50000
1968,HOH,0.58,52000
1968,HOH,0.59,64000
1968,HOH,0.61,70000
1968,HOH,0.62,76000
1968,HOH,0.63,80000
1968,HOH,0.64,88000
1968,HOH,0.66,100000
1968,HOH,0.67,120000
1968,HOH,0.68,140000
1968,HOH,0.69,160000
1968,HOH,0.7,180000
1968,MFJ,0.14,0
1968,MFJ,0.15,1000
1968,MFJ,0.16,2000
1968,MFJ,0.17,3000
1968,MFJ,0.19,4000
1968,MFJ,0.22,8000
1968,MFJ,0.25,12000
1968,MFJ,0.28,16000
1968,MFJ,0.32,20000
1968,MFJ,0.36,24000
1968,MFJ,0.39,28000
1968,MFJ,0.42,32000
1968,MFJ,0.45,36000
1968,MFJ,0.48,40000
1968,MFJ,0.5,44000
1968,MFJ,0.53,52000
1968,MFJ,0.55,64000
1968,MFJ,0.58,76000
1968,MFJ,0.6,88000
1968,MFJ,0.62,100000
1968,MFJ,0.64,120000
1968,MFJ,0.66,140000
1968,MFJ,0.68,160000
1968,MFJ,0.69,180000
1968,MFJ,0.7,200000
1968,MFS,0.14,0
1968,MFS,0.15,500
1968,MFS,0.16,1000
1968,MFS,0.17,1500
1968,MFS,0.19,2000
1968,MFS,0.22,4000
1968,MFS,0.25,6000
1968,MFS,0.28,8000
1968,MFS,0.32,10000
1968,MFS,0.36,12000
1968,MFS,0.39,14000
1968,MFS,0.42,16000
1968,MFS,0.45,18000
1968,MFS,0.48,20000
1968,MFS,0.5,22000
1968,MFS,0.53,26000
1968,MFS,0.55,32000
1968,MFS,0.58,38000
1968,MFS,0.6,44000
1968,MFS,0.62,50000
1968,MFS,0.64,60000
1968,MFS,0.66,70000
1968,MFS,0.68,80000
1968,MFS,0.69,90000
1968,MFS,0.7,100000
1968,S,0.14,0
1968,S,0.15,500
1968,S,0.16,1000
1968,S,0.17,1500
1968,S,0.19,2000
1968,S,0.22,4000
1968,S,0.25,6000
1968,S,0.28,8000
1968,S,0.32,10000
1968,S,0.36,12000
1968,S,0.39,14000
1968,S,0.42,16000
1968,S,0.45,18000
1968,S,0.48,20000
1968,S,0.5,22000
1968,S,0.53,26000
1968,S,0.55,32000
1968,S,0.58,38000
1968,S,0.6,44000
1968,S,0.62,50000
1968,S,0.64,60000
1968,S,0.66,70000
1968,S,0.68,80000
1968,S,0.69,90000
1968,S,0.7,100000
1967,HOH,0.14,0
1967,HOH,0.16,1000
1967,HOH,0.18,2000
1967,HOH,0.2,4000
1967,HOH,0.22,6000
1967,HOH,0.25,8000
1967,HOH,0.27,10000
1967,HOH,0.31,12000
1967,HOH,0.32,14000
1967,HOH,0.35,16000
1967,HOH,0.36,18000
1967,HOH,0.4,20000
1967,HOH,0.41,22000
1967,HOH,0.43,24000
1967,HOH,0.45,26000
1967,HOH,0.46,28000
1967,HOH,0.48,32000
1967,HOH,0.5,36000
1967,HOH,0.52,38000
1967,HOH,0.53,40000
1967,HOH,0.55,44000
1967,HOH,0.56,50000
1967,HOH,0.58,52000
1967,HOH,0.59,64000
1967,HOH,0.61,70000
1967,HOH,0.62,76000
1967,HOH,0.63,80000
1967,HOH,0.64,88000
1967,HOH,0.66,100000
1967,HOH,0.67,120000
1967,HOH,0.68,140000
1967,HOH,0.69,160000
1967,HOH,0.7,180000
1967,MFJ,0.14,0
1967,MFJ,0.15,1000
1967,MFJ,0.16,2000
1967,MFJ,0.17,3000
1967,MFJ,0.19,4000
1967,MFJ,0.22,8000
1967,MFJ,0.25,12000
1967,MFJ,0.28,16000
1967,MFJ,0.32,20000
1967,MFJ,0.36,24000
1967,MFJ,0.39,28000
1967,MFJ,0.42,32000
1967,MFJ,0.45,36000
1967,MFJ,0.48,40000
1967,MFJ,0.5,44000
1967,MFJ,0.53,52000
1967,MFJ,0.55,64000
1967,MFJ,0.58,76000
1967,MFJ,0.6,88000
1967,MFJ,0.62,100000
1967,MFJ,0.64,120000
1967,MFJ,0.66,140000
1967,MFJ,0.68,160000
1967,MFJ,0.69,180000
1967,MFJ,0.7,200000
1967,MFS,0.14,0
1967,MFS,0.15,500
1967,MFS,0.16,1000
1967,MFS,0.17,1500
1967,MFS,0.19,2000
1967,MFS,0.22,4000
1967,MFS,0.25,6000
1967,MFS,0.28,8000
1967,MFS,0.32,10000
1967,MFS,0.36,12000
1967,MFS,0.39,14000
1967,MFS,0.42,16000
1967,MFS,0.45,18000
1967,MFS,0.48,20000
1967,MFS,0.5,22000
1967,MFS,0.53,26000
1967,MFS,0.55,32000
1967,MFS,0.58,38000
1967,MFS,0.6,44000
1967,MFS,0.62,50000
1967,MFS,0.64,60000
1967,MFS,0.66,70000
1967,MFS,0.68,80000
1967,MFS,0.69,90000
1967,MFS,0.7,100000
1967,S,0.14,0
1967,S,0.15,500
1967,S,0.16,1000
1967,S,0.17,1500
1967,S,0.19,2000
1967,S,0.22,4000
1967,S,0.25,6000
1967,S,0.28,8000
1967,S,0.32,10000
1967,S,0.36,12000
1967,S,0.39,14000
1967,S,0.42,16000
1967,S,0.45,18000
1967,S,0.48,20000
1967,S,0.5,22000
1967,S,0.53,26000
1967,S,0.55,32000
1967,S,0.58,38000
1967,S,0.6,44000
1967,S,0.62,50000
1967,S,0.64,60000
1967,S,0.66,70000
1967,S,0.68,80000
1967,S,0.69,90000
1967,S,0.7,100000
1966,HOH,0.14,0
1966,HOH,0.16,1000
1966,HOH,0.18,2000
1966,HOH,0.2,4000
1966,HOH,0.22,6000
1966,HOH,0.25,8000
1966,HOH,0.27,10000
1966,HOH,0.31,12000
1966,HOH,0.32,14000
1966,HOH,0.35,16000
1966,HOH,0.36,18000
1966,HOH,0.4,20000
1966,HOH,0.41,22000
1966,HOH,0.43,24000
1966,HOH,0.45,26000
1966,HOH,0.46,28000
1966,HOH,0.48,32000
1966,HOH,0.5,36000
1966,HOH,0.52,38000
1966,HOH,0.53,40000
1966,HOH,0.55,44000
1966,HOH,0.56,50000
1966,HOH,0.58,52000
1966,HOH,0.59,64000
1966,HOH,0.61,70000
1966,HOH,0.62,76000
1966,HOH,0.63,80000
1966,HOH,0.64,88000
1966,HOH,0.66,100000
1966,HOH,0.67,120000
1966,HOH,0.68,140000
1966,HOH,0.69,160000
1966,HOH,0.7,180000
1966,MFJ,0.14,0
1966,MFJ,0.15,1000
1966,MFJ,0.16,2000
1966,MFJ,0.17,3000
1966,MFJ,0.19,4000
1966,MFJ,0.22,8000
1966,MFJ,0.25,12000
1966,MFJ,0.28,16000
1966,MFJ,0.32,20000
1966,MFJ,0.36,24000
1966,MFJ,0.39,28000
1966,MFJ,0.42,32000
1966,MFJ,0.45,36000
1966,MFJ,0.48,40000
1966,MFJ,0.5,44000
1966,MFJ,0.53,52000
1966,MFJ,0.55,64000
1966,MFJ,0.58,76000
1966,MFJ,0.6,88000
1966,MFJ,0.62,100000
1966,MFJ,0.64,120000
1966,MFJ,0.66,140000
1966,MFJ,0.68,160000
1966,MFJ,0.69,180000
1966,MFJ,0.7,200000
1966,MFS,0.14,0
1966,MFS,0.15,500
1966,MFS,0.16,1000
1966,MFS,0.17,1500
1966,MFS,0.19,2000
1966,MFS,0.22,4000
1966,MFS,0.25,6000
1966,MFS,0.28,8000
1966,MFS,0.32,10000
1966,MFS,0.36,12000
1966,MFS,0.39,14000
1966,MFS,0.42,16000
1966,MFS,0.45,18000
1966,MFS,0.48,20000
1966,MFS,0.5,22000
1966,MFS,0.53,26000
1966,MFS,0.55,32000
1966,MFS,0.58,38000
1966,MFS,0.6,44000
1966,MFS,0.62,50000
1966,MFS,0.64,60000
1966,MFS,0.66,70000
1966,MFS,0.68,80000
1966,MFS,0.69,90000
1966,MFS,0.7,100000
1966,S,0.14,0
1966,S,0.15,500
1966,S,0.16,1000
1966,S,0.17,1500
1966,S,0.19,2000
1966,S,0.22,4000
1966,S,0.25,6000
1966,S,0.28,8000
1966,S,0.32,10000
1966,S,0.36,12000
1966,S,0.39,14000
1966,S,0.42,16000
1966,S,0.45,18000
1966,S,0.48,20000
1966,S,0.5,22000
1966,S,0.53,26000
1966,S,0.55,32000
1966,S,0.58,38000
1966,S,0.6,44000
1966,S,0.62,50000
1966,S,0.64,60000
1966,S,0.66,70000
1966,S,0.68,80000
1966,S,0.69,90000
1966,S,0.7,100000
1965,HOH,0.14,0
1965,HOH,0.16,1000
1965,HOH,0.18,2000
1965,HOH,0.2,4000
1965,HOH,0.22,6000
1965,HOH,0.25,8000
1965,HOH,0.27,10000
1965,HOH,0.31,12000
1965,HOH,0.32,14000
1965,HOH,0.35,16000
1965,HOH,0.36,18000
1965,HOH,0.4,20000
1965,HOH,0.41,22000
1965,HOH,0.43,24000
1965,HOH,0.45,26000
1965,HOH,0.46,28000
1965,HOH,0.48,32000
1965,HOH,0.5,36000
1965,HOH,0.52,38000
1965,HOH,0.53,40000
1965,HOH,0.55,44000
1965,HOH,0.56,50000
1965,HOH,0.58,52000
1965,HOH,0.59,64000
1965,HOH,0.61,70000
1965,HOH,0.62,76000
1965,HOH,0.63,80000
1965,HOH,0.64,88000
1965,HOH,0.66,100000
1965,HOH,0.67,120000
1965,HOH,0.68,140000
1965,HOH,0.69,160000
1965,HOH,0.7,180000
1965,MFJ,0.14,0
1965,MFJ,0.15,1000
1965,MFJ,0.16,2000
1965,MFJ,0.17,3000
1965,MFJ,0.19,4000
1965,MFJ,0.22,8000
1965,MFJ,0.25,12000
1965,MFJ,0.28,16000
1965,MFJ,0.32,20000
1965,MFJ,0.36,24000
1965,MFJ,0.39,28000
1965,MFJ,0.42,32000
1965,MFJ,0.45,36000
1965,MFJ,0.48,40000
1965,MFJ,0.5,44000
1965,MFJ,0.53,52000
1965,MFJ,0.55,64000
1965,MFJ,0.58,76000
1965,MFJ,0.6,88000
1965,MFJ,0.62,100000
1965,MFJ,0.64,120000
1965,MFJ,0.66,140000
1965,MFJ,0.68,160000
1965,MFJ,0.69,180000
1965,MFJ,0.7,200000
1965,MFS,0.14,0
1965,MFS,0.15,500
1965,MFS,0.16,1000
1965,MFS,0.17,1500
1965,MFS,0.19,2000
1965,MFS,0.22,4000
1965,MFS,0.25,6000
1965,MFS,0.28,8000
1965,MFS,0.32,10000
1965,MFS,0.36,12000
1965,MFS,0.39,14000
1965,MFS,0.42,16000
1965,MFS,0.45,18000
1965,MFS,0.48,20000
1965,MFS,0.5,22000
1965,MFS,0.53,26000
1965,MFS,0.55,32000
1965,MFS,0.58,38000
1965,MFS,0.6,44000
1965,MFS,0.62,50000
1965,MFS,0.64,60000
1965,MFS,0.66,70000
1965,MFS,0.68,80000
1965,MFS,0.69,90000
1965,MFS,0.7,100000
1965,S,0.14,0
1965,S,0.15,500
1965,S,0.16,1000
1965,S,0.17,1500
1965,S,0.19,2000
1965,S,0.22,4000
1965,S,0.25,6000
1965,S,0.28,8000
1965,S,0.32,10000
1965,S,0.36,12000
1965,S,0.39,14000
1965,S,0.42,16000
1965,S,0.45,18000
1965,S,0.48,20000
1965,S,0.5,22000
1965,S,0.53,26000
1965,S,0.55,32000
1965,S,0.58,38000
1965,S,0.6,44000
1965,S,0.62,50000
1965,S,0.64,60000
1965,S,0.66,70000
1965,S,0.68,80000
1965,S,0.69,90000
1965,S,0.7,100000
1964,HOH,0.16,0
1964,HOH,0.175,1000
1964,HOH,0.19,2000
1964,HOH,0.22,4000
1964,HOH,0.23,6000
1964,HOH,0.27,8000
1964,HOH,0.29,10000
1964,HOH,0.32,12000
1964,HOH,0.34,14000
1964,HOH,0.375,16000
1964,HOH,0.39,18000
1964,HOH,0.425,20000
1964,HOH,0.435,22000
1964,HOH,0.455,24000
1964,HOH,0.47,26000
1964,HOH,0.485,28000
1964,HOH,0.515,32000
1964,HOH,0.53,36000
1964,HOH,0.54,38000
1964,HOH,0.56,40000
1964,HOH,0.585,44000
1964,HOH,0.595,50000
1964,HOH,0.61,52000
1964,HOH,0.62,60000
1964,HOH,0.635,64000
1964,HOH,0.65,70000
1964,HOH,0.66,76000
1964,HOH,0.67,80000
1964,HOH,0.69,88000
1964,HOH,0.695,90000
1964,HOH,0.71,100000
1964,HOH,0.725,120000
1964,HOH,0.74,140000
1964,HOH,0.75,160000
1964,HOH,0.755,180000
1964,HOH,0.77,200000
1964,MFJ,0.16,0
1964,MFJ,0.165,1000
1964,MFJ,0.175,2000
1964,MFJ,0.18,3000
1964,MFJ,0.2,4000
1964,MFJ,0.235,8000
1964,MFJ,0.27,12000
1964,MFJ,0.305,16000
1964,MFJ,0.34,20000
1964,MFJ,0.375,24000
1964,MFJ,0.41,28000
1964,MFJ,0.445,32000
1964,MFJ,0.475,36000
1964,MFJ,0.505,40000
1964,MFJ,0.535,44000
1964,MFJ,0.56,52000
1964,MFJ,0.585,64000
1964,MFJ,0.61,76000
1964,MFJ,0.635,88000
1964,MFJ,0.66,100000
1964,MFJ,0.685,120000
1964,MFJ,0.71,140000
1964,MFJ,0.735,160000
1964,MFJ,0.75,180000
1964,MFJ,0.765,200000
1964,MFJ,0.77,400000
1964,MFS,0.16,0
1964,MFS,0.165,500
1964,MFS,0.175,1000
1964,MFS,0.18,1500
1964,MFS,0.2,2000
1964,MFS,0.235,4000
1964,MFS,0.27,6000
1964,MFS,0.305,8000
1964,MFS,0.34,10000
1964,MFS,0.375,12000
1964,MFS,0.41,14000
1964,MFS,0.445,16000
1964,MFS,0.475,18000
1964,MFS,0.505,20000
1964,MFS,0.535,22000
1964,MFS,0.56,26000
1964,MFS,0.585,32000
1964,MFS,0.61,38000
1964,MFS,0.635,44000
1964,MFS,0.66,50000
1964,MFS,0.685,60000
1964,MFS,0.71,70000
1964,MFS,0.735,80000
1964,MFS,0.75,90000
1964,MFS,0.765,100000
1964,MFS,0.77,200000
1964,S,0.16,0
1964,S,0.165,500
1964,S,0.175,1000
1964,S,0.18,1500
1964,S,0.2,2000
1964,S,0.235,4000
1964,S,0.27,6000
1964,S,0.305,8000
1964,S,0.34,10000
1964,S,0.375,12000
1964,S,0.41,14000
1964,S,0.445,16000
1964,S,0.475,18000
1964,S,0.505,20000
1964,S,0.535,22000
1964,S,0.56,26000
1964,S,0.585,32000
1964,S,0.61,38000
1964,S,0.635,44000
1964,S,0.66,50000
1964,S,0.685,60000
1964,S,0.71,70000
1964,S,0.735,80000
1964,S,0.75,90000
1964,S,0.765,100000
1964,S,0.77,200000
1963,HOH,0.2,0
1963,HOH,0.21,2000
1963,HOH,0.24,4000
1963,HOH,0.26,6000
1963,HOH,0.3,8000
1963,HOH,0.32,10000
1963,HOH,0.36,12000
1963,HOH,0.39,14000
1963,HOH,0.42,16000
1963,HOH,0.43,18000
1963,HOH,0.47,20000
1963,HOH,0.49,22000
1963,HOH,0.52,24000
1963,HOH,0.54,28000
1963,HOH,0.58,32000
1963,HOH,0.62,38000
1963,HOH,0.66,44000
1963,HOH,0.68,50000
1963,HOH,0.71,60000
1963,HOH,0.74,70000
1963,HOH,0.76,80000
1963,HOH,0.8,90000
1963,HOH,0.83,100000
1963,HOH,0.87,150000
1963,HOH,0.9,200000
1963,HOH,0.91,300000
1963,MFJ,0.2,0
1963,MFJ,0.22,4000
1963,MFJ,0.26,8000
1963,MFJ,0.3,12000
1963,MFJ,0.34,16000
1963,MFJ,0.38,20000
1963,MFJ,0.43,24000
1963,MFJ,0.47,28000
1963,MFJ,0.5,32000
1963,MFJ,0.53,36000
1963,MFJ,0.56,40000
1963,MFJ,0.59,44000
1963,MFJ,0.62,52000
1963,MFJ,0.65,64000
1963,MFJ,0.69,76000
1963,MFJ,0.72,88000
1963,MFJ,0.75,100000
1963,MFJ,0.78,120000
1963,MFJ,0.81,140000
1963,MFJ,0.84,160000
1963,MFJ,0.87,180000
1963,MFJ,0.89,200000
1963,MFJ,0.9,300000
1963,MFJ,0.91,400000
1963,MFS,0.2,0
1963,MFS,0.22,2000
1963,MFS,0.26,4000
1963,MFS,0.3,6000
1963,MFS,0.34,8000
1963,MFS,0.38,10000
1963,MFS,0.43,12000
1963,MFS,0.47,14000
1963,MFS,0.5,16000
1963,MFS,0.53,18000
1963,MFS,0.56,20000
1963,MFS,0.59,22000
1963,MFS,0.62,26000
1963,MFS,0.65,32000
1963,MFS,0.69,38000
1963,MFS,0.72,44000
1963,MFS,0.75,50000
1963,MFS,0.78,60000
1963,MFS,0.81,70000
1963,MFS,0.84,80000
1963,MFS,0.87,90000
1963,MFS,0.89,100000
1963,MFS,0.9,150000
1963,MFS,0.91,200000
1963,S,0.2,0
1963,S,0.22,2000
1963,S,0.26,4000
1963,S,0.3,6000
1963,S,0.34,8000
1963,S,0.38,10000
1963,S,0.43,12000
1963,S,0.47,14000
1963,S,0.5,16000
1963,S,0.53,18000
1963,S,0.56,20000
1963,S,0.59,22000
1963,S,0.62,26000
1963,S,0.65,32000
1963,S,0.69,38000
1963,S,0.72,44000
1963,S,0.75,50000
1963,S,0.78,60000
1963,S,0.81,70000
1963,S,0.84,80000
1963,S,0.87,90000
1963,S,0.89,100000
1963,S,0.9,150000
1963,S,0.91,200000
1962,HOH,0.2,0
1962,HOH,0.21,2000
1962,HOH,0.24,4000
1962,HOH,0.26,6000
1962,HOH,0.3,8000
1962,HOH,0.32,10000
1962,HOH,0.36,12000
1962,HOH,0.39,14000
1962,HOH,0.42,16000
1962,HOH,0.43,18000
1962,HOH,0.47,20000
1962,HOH,0.49,22000
1962,HOH,0.52,24000
1962,HOH,0.54,28000
1962,HOH,0.58,32000
1962,HOH,0.62,38000
1962,HOH,0.66,44000
1962,HOH,0.68,50000
1962,HOH,0.71,60000
1962,HOH,0.74,70000
1962,HOH,0.76,80000
1962,HOH,0.8,90000
1962,HOH,0.83,100000
1962,HOH,0.87,150000
1962,HOH,0.9,200000
1962,HOH,0.91,300000
1962,MFJ,0.2,0
1962,MFJ,0.22,4000
1962,MFJ,0.26,8000
1962,MFJ,0.3,12000
1962,MFJ,0.34,16000
1962,MFJ,0.38,20000
1962,MFJ,0.43,24000
1962,MFJ,0.47,28000
1962,MFJ,0.5,32000
1962,MFJ,0.53,36000
1962,MFJ,0.56,40000
1962,MFJ,0.59,44000
1962,MFJ,0.62,52000
1962,MFJ,0.65,64000
1962,MFJ,0.69,76000
1962,MFJ,0.72,88000
1962,MFJ,0.75,100000
1962,MFJ,0.78,120000
1962,MFJ,0.81,140000
1962,MFJ,0.84,160000
1962,MFJ,0.87,180000
1962,MFJ,0.89,200000
1962,MFJ,0.9,300000
1962,MFJ,0.91,400000
1962,MFS,0.2,0
1962,MFS,0.22,2000
1962,MFS,0.26,4000
1962,MFS,0.3,6000
1962,MFS,0.34,8000
1962,MFS,0.38,10000
1962,MFS,0.43,12000
1962,MFS,0.47,14000
1962,MFS,0.5,16000
1962,MFS,0.53,18000
1962,MFS,0.56,20000
1962,MFS,0.59,22000
1962,MFS,0.62,26000
1962,MFS,0.65,32000
1962,MFS,0.69,38000
1962,MFS,0.72,44000
1962,MFS,0.75,50000
1962,MFS,0.78,60000
1962,MFS,0.81,70000
1962,MFS,0.84,80000
1962,MFS,0.87,90000
1962,MFS,0.89,100000
1962,MFS,0.9,150000
1962,MFS,0.91,200000
1962,S,0.2,0
1962,S,0.22,2000
1962,S,0.26,4000
1962,S,0.3,6000
1962,S,0.34,8000
1962,S,0.38,10000
1962,S,0.43,12000
1962,S,0.47,14000
1962,S,0.5,16000
1962,S,0.53,18000
1962,S,0.56,20000
1962,S,0.59,22000
1962,S,0.62,26000
1962,S,0.65,32000
1962,S,0.69,38000
1962,S,0.72,44000
1962,S,0.75,50000
1962,S,0.78,60000
1962,S,0.81,70000
1962,S,0.84,80000
1962,S,0.87,90000
1962,S,0.89,100000
1962,S,0.9,150000
1962,S,0.91,200000
1961,HOH,0.2,0
1961,HOH,0.21,2000
1961,HOH,0.24,4000
1961,HOH,0.26,6000
1961,HOH,0.3,8000
1961,HOH,0.32,10000
1961,HOH,0.36,12000
1961,HOH,0.39,14000
1961,HOH,0.42,16000
1961,HOH,0.43,18000
1961,HOH,0.47,20000
1961,HOH,0.49,22000
1961,HOH,0.52,24000
1961,HOH,0.54,28000
1961,HOH,0.58,32000
1961,HOH,0.62,38000
1961,HOH,0.66,44000
1961,HOH,0.68,50000
1961,HOH,0.71,60000
1961,HOH,0.74,70000
1961,HOH,0.76,80000
1961,HOH,0.8,90000
1961,HOH,0.83,100000
1961,HOH,0.87,150000
1961,HOH,0.9,200000
1961,HOH,0.91,300000
1961,MFJ,0.2,0
1961,MFJ,0.22,4000
1961,MFJ,0.26,8000
1961,MFJ,0.3,12000
1961,MFJ,0.34,16000
1961,MFJ,0.38,20000
1961,MFJ,0.43,24000
1961,MFJ,0.47,28000
1961,MFJ,0.5,32000
1961,MFJ,0.53,36000
1961,MFJ,0.56,40000
1961,MFJ,0.59,44000
1961,MFJ,0.62,52000
1961,MFJ,0.65,64000
1961,MFJ,0.69,76000
1961,MFJ,0.72,88000
1961,MFJ,0.75,100000
1961,MFJ,0.78,120000
1961,MFJ,0.81,140000
1961,MFJ,0.84,160000
1961,MFJ,0.87,180000
1961,MFJ,0.89,200000
1961,MFJ,0.9,300000
1961,MFJ,0.91,400000
1961,MFS,0.2,0
1961,MFS,0.22,2000
1961,MFS,0.26,4000
1961,MFS,0.3,6000
1961,MFS,0.34,8000
1961,MFS,0.38,10000
1961,MFS,0.43,12000
1961,MFS,0.47,14000
1961,MFS,0.5,16000
1961,MFS,0.53,18000
1961,MFS,0.56,20000
1961,MFS,0.59,22000
1961,MFS,0.62,26000
1961,MFS,0.65,32000
1961,MFS,0.69,38000
1961,MFS,0.72,44000
1961,MFS,0.75,50000
1961,MFS,0.78,60000
1961,MFS,0.81,70000
1961,MFS,0.84,80000
1961,MFS,0.87,90000
1961,MFS,0.89,100000
1961,MFS,0.9,150000
1961,MFS,0.91,200000
1961,S,0.2,0
1961,S,0.22,2000
1961,S,0.26,4000
1961,S,0.3,6000
1961,S,0.34,8000
1961,S,0.38,10000
1961,S,0.43,12000
1961,S,0.47,14000
1961,S,0.5,16000
1961,S,0.53,18000
1961,S,0.56,20000
1961,S,0.59,22000
1961,S,0.62,26000
1961,S,0.65,32000
1961,S,0.69,38000
1961,S,0.72,44000
1961,S,0.75,50000
1961,S,0.78,60000
1961,S,0.81,70000
1961,S,0.84,80000
1961,S,0.87,90000
1961,S,0.89,100000
1961,S,0.9,150000
1961,S,0.91,200000
1960,HOH,0.2,0
1960,HOH,0.21,2000
1960,HOH,0.24,4000
1960,HOH,0.26,6000
1960,HOH,0.3,8000
1960,HOH,0.32,10000
1960,HOH,0.36,12000
1960,HOH,0.39,14000
1960,HOH,0.42,16000
1960,HOH,0.43,18000
1960,HOH,0.47,20000
1960,HOH,0.49,22000
1960,HOH,0.52,24000
1960,HOH,0.54,28000
1960,HOH,0.58,32000
1960,HOH,0.62,38000
1960,HOH,0.66,44000
1960,HOH,0.68,50000
1960,HOH,0.71,60000
1960,HOH,0.74,70000
1960,HOH,0.76,80000
1960,HOH,0.8,90000
1960,HOH,0.83,100000
1960,HOH,0.87,150000
1960,HOH,0.9,200000
1960,HOH,0.91,300000
1960,MFJ,0.2,0
1960,MFJ,0.22,4000
1960,MFJ,0.26,8000
1960,MFJ,0.3,12000
1960,MFJ,0.34,16000
1960,MFJ,0.38,20000
1960,MFJ,0.43,24000
1960,MFJ,0.47,28000
1960,MFJ,0.5,32000
1960,MFJ,0.53,36000
1960,MFJ,0.56,40000
1960,MFJ,0.59,44000
1960,MFJ,0.62,52000
1960,MFJ,0.65,64000
1960,MFJ,0.69,76000
1960,MFJ,0.72,88000
1960,MFJ,0.75,100000
1960,MFJ,0.78,120000
1960,MFJ,0.81,140000
1960,MFJ,0.84,160000
1960,MFJ,0.87,180000
1960,MFJ,0.89,200000
1960,MFJ,0.9,300000
1960,MFJ,0.91,400000
1960,MFS,0.2,0
1960,MFS,0.22,2000
1960,MFS,0.26,4000
1960,MFS,0.3,6000
1960,MFS,0.34,8000
1960,MFS,0.38,10000
1960,MFS,0.43,12000
1960,MFS,0.47,14000
1960,MFS,0.5,16000
1960,MFS,0.53,18000
1960,MFS,0.56,20000
1960,MFS,0.59,22000
1960,MFS,0.62,26000
1960,MFS,0.65,32000
1960,MFS,0.69,38000
1960,MFS,0.72,44000
1960,MFS,0.75,50000
1960,MFS,0.78,60000
1960,MFS,0.81,70000
1960,MFS,0.84,80000
1960,MFS,0.87,90000
1960,MFS,0.89,100000
1960,MFS,0.9,150000
1960,MFS,0.91,200000
1960,S,0.2,0
1960,S,0.22,2000
1960,S,0.26,4000
1960,S,0.3,6000
1960,S,0.34,8000
1960,S,0.38,10000
1960,S,0.43,12000
1960,S,0.47,14000
1960,S,0.5,16000
1960,S,0.53,18000
1960,S,0.56,20000
1960,S,0.59,22000
1960,S,0.62,26000
1960,S,0.65,32000
1960,S,0.69,38000
1960,S,0.72,44000
1960,S,0.75,50000
1960,S,0.78,60000
1960,S,0.81,70000
1960,S,0.84,80000
1960,S,0.87,90000
1960,S,0.89,100000
1960,S,0.9,150000
1960,S,0.91,200000
1959,HOH,0.2,0
1959,HOH,0.21,2000
1959,HOH,0.24,4000
1959,HOH,0.26,6000
1959,HOH,0.3,8000
1959,HOH,0.32,10000
1959,HOH,0.36,12000
1959,HOH,0.39,14000
1959,HOH,0.42,16000
1959,HOH,0.43,18000
1959,HOH,0.47,20000
1959,HOH,0.49,22000
1959,HOH,0.52,24000
1959,HOH,0.54,28000
1959,HOH,0.58,32000
1959,HOH,0.62,38000
1959,HOH,0.66,44000
1959,HOH,0.68,50000
1959,HOH,0.71,60000
1959,HOH,0.74,70000
1959,HOH,0.76,80000
1959,HOH,0.8,90000
1959,HOH,0.83,100000
1959,HOH,0.87,150000
1959,HOH,0.9,200000
1959,HOH,0.91,300000
1959,MFJ,0.2,0
1959,MFJ,0.22,4000
1959,MFJ,0.26,8000
