Year,Status,Rate,Bracket_Gt
1978,HOH,0.45,34200
1978,HOH,0.48,38200
1978,HOH,0.51,40200
1978,HOH,0.52,42200
1978,HOH,0.55,46200
1978,HOH,0.56,52200
1978,HOH,0.58,54200
1978,HOH,0.59,66200
1978,HOH,0.61,72200
1978,HOH,0.62,78200
1978,HOH,0.63,82200
1978,HOH,0.64,90200
1978,HOH,0.66,102200
1978,HOH,0.67,122200
1978,HOH,0.68,142200
1978,HOH,0.69,162200
1978,HOH,0.7,182200
1978,MFJ,0,0
1978,MFJ,0.14,3200
1978,MFJ,0.15,4200
1978,MFJ,0.16,5200
1978,MFJ,0.17,6200
1978,MFJ,0.19,7200
1978,MFJ,0.22,11200
1978,MFJ,0.25,15200
1978,MFJ,0.28,19200
1978,MFJ,0.32,23200
1978,MFJ,0.36,27200
1978,MFJ,0.49,31200
1978,MFJ,0.42,35200
1978,MFJ,0.45,39200
1978,MFJ,0.48,43200
1978,MFJ,0.5,47200
1978,MFJ,0.53,55200
1978,MFJ,0.55,67200
1978,MFJ,0.58,79200
1978,MFJ,0.6,91200
1978,MFJ,0.62,103200
1978,MFJ,0.64,123200
1978,MFJ,0.66,143200
1978,MFJ,0.68,163200
1978,MFJ,0.69,183200
1978,MFJ,0.7,203200
1978,MFS,0,0
1978,MFS,0.14,1600
1978,MFS,0.15,2100
1978,MFS,0.16,2600
1978,MFS,0.17,3100
1978,MFS,0.19,3600
1978,MFS,0.22,5600
1978,MFS,0.25,7600
1978,MFS,0.28,9500
1978,MFS,0.32,11600
1978,MFS,0.36,13600
1978,MFS,0.39,15600
1978,MFS,0.42,17600
1978,MFS,0.45,19600
1978,MFS,0.48,21600
1978,MFS,0.5,23600
1978,MFS,0.53,27300
1978,MFS,0.55,33600
1978,MFS,0.58,39600
1978,MFS,0.6,45600
1978,MFS,0.62,51600
1978,MFS,0.64,61600
1978,MFS,0.66,71600
1978,MFS,0.68,81600
1978,MFS,0.69,91600
1978,MFS,0.7,101600
1978,S,0,0
1978,S,0.14,2200
1978,S,0.15,2700
1978,S,0.16,3200
1978,S,0.17,3700
1978,S,0.19,4200
1978,S,0.21,6200
1978,S,0.24,8200
1978,S,0.25,10200
1978,S,0.27,12200
1978,S,0.29,14200
1978,S,0.31,16200
1978,S,0.34,18200
1978,S,0.36,20200
1978,S,0.38,22200
1978,S,0.4,24200
1978,S,0.45,28200
1978,S,0.5,34200
1978,S,0.55,40200
1978,S,0.6,46200
1978,S,0.62,52200
1978,S,0.64,62200
1978,S,0.66,72200
1978,S,0.68,82200
1978,S,0.69,92200
1978,S,0.7,102200
1977,HOH,0,0
1977,HOH,0.14,2200
1977,HOH,0.16,3200
1977,HOH,0.18,4200
1977,HOH,0.19,6200
1977,HOH,0.22,8200
1977,HOH,0.23,10200
1977,HOH,0.25,12200
1977,HOH,0.27,14200
1977,HOH,0.28,16200
1977,HOH,0.31,18200
1977,HOH,0.32,20200
1977,HOH,0.35,22200
1977,HOH,0.36,24200
1977,HOH,0.38,26200
1977,HOH,0.41,28200
1977,HOH,0.42,30200
1977,HOH,0.45,34200
1977,HOH,0.48,38200
1977,HOH,0.51,40200
1977,HOH,0.52,42200
1977,HOH,0.55,46200
1977,HOH,0.56,52200
1977,HOH,0.58,54200
1977,HOH,0.59,66200
1977,HOH,0.61,72200
1977,HOH,0.62,78200
1977,HOH,0.63,82200
1977,HOH,0.64,90200
1977,HOH,0.66,102200
1977,HOH,0.67,122200
1977,HOH,0.68,142200
1977,HOH,0.69,162200
1977,HOH,0.7,182200
1977,MFJ,0,0
1977,MFJ,0.14,3200
1977,MFJ,0.15,4200
1977,MFJ,0.16,5200
1977,MFJ,0.17,6200
1977,MFJ,0.19,7200
1977,MFJ,0.22,11200
1977,MFJ,0.25,15200
1977,MFJ,0.28,19200
1977,MFJ,0.32,23200
1977,MFJ,0.36,27200
1977,MFJ,0.39,31200
1977,MFJ,0.42,35200
1977,MFJ,0.45,39200
1977,MFJ,0.48,43200
1977,MFJ,0.5,47200
1977,MFJ,0.53,55200
1977,MFJ,0.55,67200
1977,MFJ,0.58,79200
1977,MFJ,0.6,91200
1977,MFJ,0.62,103200
1977,MFJ,0.64,123200
1977,MFJ,0.66,143200
1977,MFJ,0.68,163200
1977,MFJ,0.69,183200
1977,MFJ,0.7,203200
1977,MFS,0,0
1977,MFS,0.14,1600
1977,MFS,0.15,2100
1977,MFS,0.16,2600
1977,MFS,0.17,3100
1977,MFS,0.19,3600
1977,MFS,0.22,5600
1977,MFS,0.25,7600
1977,MFS,0.28,9500
1977,MFS,0.32,11600
1977,MFS,0.36,13600
1977,MFS,0.39,15600
1977,MFS,0.42,17600
1977,MFS,0.45,19600
1977,MFS,0.48,21600
1977,MFS,0.5,23600
1977,MFS,0.53,27300
1977,MFS,0.55,33600
1977,MFS,0.58,39600
1977,MFS,0.6,45600
1977,MFS,0.62,51600
1977,MFS,0.64,61600
1977,MFS,0.66,71600
1977,MFS,0.68,81600
1977,MFS,0.69,91600
1977,MFS,0.7,101600
1977,S,0,0
1977,S,0.14,2200
1977,S,0.15,2700
1977,S,0.16,3200
1977,S,0.17,3700
1977,S,0.19,4200
1977,S,0.21,6200
1977,S,0.24,8200
1977,S,0.25,10200
1977,S,0.27,12200
1977,S,0.29,14200
1977,S,0.31,16200
1977,S,0.34,18200
1977,S,0.36,20200
1977,S,0.38,22200
1977,S,0.4,24200
1977,S,0.45,28200
1977,S,0.5,34200
1977,S,0.55,40200
1977,S,0.6,46200
1977,S,0.62,52200
1977,S,0.64,62200
1977,S,0.66,72200
1977,S,0.68,82200
1977,S,0.69,92200
1977,S,0.7,102200
1976,HOH,0.14,0
1976,HOH,0.16,1000
1976,HOH,0.18,2000
1976,HOH,0.19,4000
1976,HOH,0.22,6000
1976,HOH,0.23,8000
1976,HOH,0.25,10000
1976,HOH,0.27,12000
1976,HOH,0.28,14000
1976,HOH,0.31,16000
1976,HOH,0.32,18000
1976,HOH,0.35,20000
1976,HOH,0.36,22000
1976,HOH,0.38,24000
1976,HOH,0.41,26000
1976,HOH,0.42,28000
1976,HOH,0.45,32000
1976,HOH,0.48,36000
1976,HOH,0.51,38000
1976,HOH,0.52,40000
1976,HOH,0.55,44000
1976,HOH,0.56,50000
1976,HOH,0.58,52000
1976,HOH,0.59,64000
1976,HOH,0.61,70000
1976,HOH,0.62,76000
1976,HOH,0.63,80000
1976,HOH,0.64,88000
1976,HOH,0.66,100000
1976,HOH,0.67,120000
1976,HOH,0.68,140000
1976,HOH,0.69,160000
1976,HOH,0.7,180000
1976,MFJ,0.14,0
1976,MFJ,0.15,1000
1976,MFJ,0.16,2000
1976,MFJ,0.17,3000
1976,MFJ,0.19,4000
1976,MFJ,0.22,8000
1976,MFJ,0.25,12000
1976,MFJ,0.28,16000
1976,MFJ,0.32,20000
1976,MFJ,0.36,24000
1976,MFJ,0.39,28000
1976,MFJ,0.42,32000
1976,MFJ,0.45,36000
1976,MFJ,0.48,40000
1976,MFJ,0.5,44000
1976,MFJ,0.53,52000
1976,MFJ,0.55,64000
1976,MFJ,0.58,76000
1976,MFJ,0.6,88000
1976,MFJ,0.62,100000
1976,MFJ,0.64,120000
1976,MFJ,0.66,140000
1976,MFJ,0.68,160000
1976,MFJ,0.69,180000
1976,MFJ,0.7,200000
1976,MFS,0.14,0
1976,MFS,0.15,500
1976,MFS,0.16,1000
1976,MFS,0.17,1500
1976,MFS,0.19,2000
1976,MFS,0.22,4000
1976,MFS,0.25,6000
1976,MFS,0.28,8000
1976,MFS,0.32,10000
1976,MFS,0.36,12000
1976,MFS,0.39,14000
1976,MFS,0.42,16000
1976,MFS,0.45,18000
1976,MFS,0.48,20000
1976,MFS,0.5,22000
1976,MFS,0.53,26000
1976,MFS,0.55,32000
1976,MFS,0.58,38000
1976,MFS,0.6,44000
1976,MFS,0.62,50000
1976,MFS,0.64,60000
1976,MFS,0.66,70000
1976,MFS,0.68,80000
1976,MFS,0.69,90000
1976,MFS,0.7,100000
1976,S,0.14,0
1976,S,0.15,500
1976,S,0.16,1000
1976,S,0.17,1500
1976,S,0.19,2000
1976,S,0.22,4000
1976,S,0.25,6000
1976,S,0.28,8000
1976,S,0.32,10000
1976,S,0.36,12000
1976,S,0.39,14000
1976,S,0.42,16000
1976,S,0.45,18000
1976,S,0.48,20000
1976,S,0.5,22000
1976,S,0.53,26000
1976,S,0.55,32000
1976,S,0.58,38000
1976,S,0.6,44000
1976,S,0.62,50000
1976,S,0.64,60000
1976,S,0.66,70000
1976,S,0.68,80000
1976,S,0.69,90000
1976,S,0.7,100000
1975,HOH,0.14,0
1975,HOH,0.16,1000
1975,HOH,0.18,2000
1975,HOH,0.19,4000
1975,HOH,0.22,6000
1975,HOH,0.23,8000
1975,HOH,0.25,10000
1975,HOH,0.27,12000
1975,HOH,0.28,14000
1975,HOH,0.31,16000
1975,HOH,0.32,18000
1975,HOH,0.35,20000
1975,HOH,0.36,22000
1975,HOH,0.38,24000
1975,HOH,0.41,26000
1975,HOH,0.42,28000
1975,HOH,0.45,32000
1975,HOH,0.48,36000
1975,HOH,0.51,38000
1975,HOH,0.52,40000
1975,HOH,0.55,44000
1975,HOH,0.56,50000
1975,HOH,0.58,52000
1975,HOH,0.59,64000
1975,HOH,0.61,70000
1975,HOH,0.62,76000
1975,HOH,0.63,80000
1975,HOH,0.64,88000
1975,HOH,0.66,100000
1975,HOH,0.67,120000
1975,HOH,0.68,140000
1975,HOH,0.69,160000
1975,HOH,0.7,180000
1975,MFJ,0.14,0
1975,MFJ,0.15,1000
1975,MFJ,0.16,2000
1975,MFJ,0.17,3000
1975,MFJ,0.19,4000
1975,MFJ,0.22,8000
1975,MFJ,0.25,12000
1975,MFJ,0.28,16000
1975,MFJ,0.32,20000
1975,MFJ,0.36,24000
1975,MFJ,0.39,28000
1975,MFJ,0.42,32000
1975,MFJ,0.45,36000
1975,MFJ,0.48,40000
1975,MFJ,0.5,44000
1975,MFJ,0.53,52000
1975,MFJ,0.55,64000
1975,MFJ,0.58,76000
1975,MFJ,0.6,88000
1975,MFJ,0.62,100000
1975,MFJ,0.64,120000
1975,MFJ,0.66,140000
1975,MFJ,0.68,160000
1975,MFJ,0.69,180000
1975,MFJ,0.7,200000
1975,MFS,0.14,0
1975,MFS,0.15,500
1975,MFS,0.16,1000
1975,MFS,0.17,1500
1975,MFS,0.19,2000
1975,MFS,0.22,4000
1975,MFS,0.25,6000
1975,MFS,0.28,8000
1975,MFS,0.32,10000
1975,MFS,0.36,12000
1975,MFS,0.39,14000
1975,MFS,0.42,16000
1975,MFS,0.45,18000
1975,MFS,0.48,20000
1975,MFS,0.5,22000
1975,MFS,0.53,26000
1975,MFS,0.55,32000
1975,MFS,0.58,38000
1975,MFS,0.6,44000
1975,MFS,0.62,50000
1975,MFS,0.64,60000
1975,MFS,0.66,70000
1975,MFS,0.68,80000
1975,MFS,0.69,90000
1975,MFS,0.7,100000
1975,S,0.14,0
1975,S,0.15,500
1975,S,0.16,1000
1975,S,0.17,1500
1975,S,0.19,2000
1975,S,0.22,4000
1975,S,0.25,6000
1975,S,0.28,8000
1975,S,0.32,10000
1975,S,0.36,12000
1975,S,0.39,14000
1975,S,0.42,16000
1975,S,0.45,18000
1975,S,0.48,20000
1975,S,0.5,22000
1975,S,0.53,26000
1975,S,0.55,32000
1975,S,0.58,38000
1975,S,0.6,44000
1975,S,0.62,50000
1975,S,0.64,60000
1975,S,0.66,70000
1975,S,0.68,80000
1975,S,0.69,90000
1975,S,0.7,100000
1974,HOH,0.14,0
1974,HOH,0.16,1000
1974,HOH,0.18,2000
1974,HOH,0.19,4000
1974,HOH,0.22,6000
1974,HOH,0.23,8000
1974,HOH,0.25,10000
1974,HOH,0.27,12000
1974,HOH,0.28,14000
1974,HOH,0.31,16000
1974,HOH,0.32,18000
1974,HOH,0.35,20000
1974,HOH,0.36,22000
1974,HOH,0.38,24000
1974,HOH,0.41,26000
1974,HOH,0.42,28000
1974,HOH,0.45,32000
1974,HOH,0.48,36000
1974,HOH,0.51,38000
1974,HOH,0.52,40000
1974,HOH,0.55,44000
1974,HOH,0.56,50000
1974,HOH,0.58,52000
1974,HOH,0.59,64000
1974,HOH,0.61,70000
1974,HOH,0.62,76000
1974,HOH,0.63,80000
1974,HOH,0.64,88000
1974,HOH,0.66,100000
1974,HOH,0.67,120000
1974,HOH,0.68,140000
1974,HOH,0.69,160000
1974,HOH,0.7,180000
1974,MFJ,0.14,0
1974,MFJ,0.15,1000
1974,MFJ,0.16,2000
1974,MFJ,0.17,3000
1974,MFJ,0.19,4000
1974,MFJ,0.22,8000
1974,MFJ,0.25,12000
1974,MFJ,0.28,16000
1974,MFJ,0.32,20000
1974,MFJ,0.36,24000
1974,MFJ,0.39,28000
1974,MFJ,0.42,32000
1974,MFJ,0.45,36000
1974,MFJ,0.48,40000
1974,MFJ,0.5,44000
1974,MFJ,0.53,52000
1974,MFJ,0.55,64000
1974,MFJ,0.58,76000
1974,MFJ,0.6,88000
1974,MFJ,0.62,100000
1974,MFJ,0.64,120000
1974,MFJ,0.66,140000
1974,MFJ,0.68,160000
1974,MFJ,0.69,180000
1974,MFJ,0.7,200000
1974,MFS,0.14,0
1974,MFS,0.15,500
1974,MFS,0.16,1000
1974,MFS,0.17,1500
1974,MFS,0.19,2000
1974,MFS,0.22,4000
1974,MFS,0.25,6000
1974,MFS,0.28,8000
1974,MFS,0.32,10000
1974,MFS,0.36,12000
1974,MFS,0.39,14000
1974,MFS,0.42,16000
1974,MFS,0.45,18000
1974,MFS,0.48,20000
1974,MFS,0.5,22000
1974,MFS,0.53,26000
1974,MFS,0.55,32000
1974,MFS,0.58,38000
1974,MFS,0.6,44000
1974,MFS,0.62,50000
1974,MFS,0.64,60000
1974,MFS,0.66,70000
1974,MFS,0.68,80000
1974,MFS,0.69,90000
1974,MFS,0.7,100000
1974,S,0.14,0
1974,S,0.15,500
1974,S,0.16,1000
1974,S,0.17,1500
1974,S,0.19,2000
1974,S,0.22,4000
1974,S,0.25,6000
1974,S,0.28,8000
1974,S,0.32,10000
1974,S,0.36,12000
1974,S,0.39,14000
1974,S,0.42,16000
1974,S,0.45,18000
1974,S,0.48,20000
1974,S,0.5,22000
1974,S,0.53,26000
1974,S,0.55,32000
1974,S,0.58,38000
1974,S,0.6,44000
1974,S,0.62,50000
1974,S,0.64,60000
1974,S,0.66,70000
1974,S,0.68,80000
1974,S,0.69,90000
1974,S,0.7,100000
1973,HOH,0.14,0
1973,HOH,0.16,1000
1973,HOH,0.18,2000
1973,HOH,0.19,4000
1973,HOH,0.22,6000
1973,HOH,0.23,8000
1973,HOH,0.25,10000
1973,HOH,0.27,12000
1973,HOH,0.28,14000
1973,HOH,0.31,16000
1973,HOH,0.32,18000
1973,HOH,0.35,20000
1973,HOH,0.36,22000
1973,HOH,0.38,24000
1973,HOH,0.41,26000
1973,HOH,0.42,28000
1973,HOH,0.45,32000
1973,HOH,0.48,36000
1973,HOH,0.51,38000
1973,HOH,0.52,40000
1973,HOH,0.55,44000
1973,HOH,0.56,50000
1973,HOH,0.58,52000
1973,HOH,0.59,64000
1973,HOH,0.61,70000
1973,HOH,0.62,76000
1973,HOH,0.63,80000
1973,HOH,0.64,88000
1973,HOH,0.66,100000
1973,HOH,0.67,120000
1973,HOH,0.68,140000
1973,HOH,0.69,160000
1973,HOH,0.7,180000
1973,MFJ,0.14,0
1973,MFJ,0.15,1000
1973,MFJ,0.16,2000
1973,MFJ,0.17,3000
1973,MFJ,0.19,4000
1973,MFJ,0.22,8000
1973,MFJ,0.25,12000
1973,MFJ,0.28,16000
1973,MFJ,0.32,20000
1973,MFJ,0.36,24000
1973,MFJ,0.39,28000
1973,MFJ,0.42,32000
1973,MFJ,0.45,36000
1973,MFJ,0.48,40000
1973,MFJ,0.5,44000
1973,MFJ,0.53,52000
1973,MFJ,0.55,64000
1973,MFJ,0.58,76000
1973,MFJ,0.6,88000
1973,MFJ,0.62,100000
1973,MFJ,0.64,120000
1973,MFJ,0.66,140000
1973,MFJ,0.68,160000
1973,MFJ,0.69,180000
1973,MFJ,0.7,200000
1973,MFS,0.14,0
1973,MFS,0.15,500
1973,MFS,0.16,1000
1973,MFS,0.17,1500
1973,MFS,0.19,2000
1973,MFS,0.22,4000
1973,MFS,0.25,6000
1973,MFS,0.28,8000
1973,MFS,0.32,10000
1973,MFS,0.36,12000
1973,MFS,0.39,14000
1973,MFS,0.42,16000
1973,MFS,0.45,18000
1973,MFS,0.48,20000
1973,MFS,0.5,22000
1973,MFS,0.53,26000
1973,MFS,0.55,32000
1973,MFS,0.58,38000
1973,MFS,0.6,44000
1973,MFS,0.62,50000
1973,MFS,0.64,60000
1973,MFS,0.66,70000
1973,MFS,0.68,80000
1973,MFS,0.69,90000
1973,MFS,0.7,100000
1973,S,0.14,0
1973,S,0.15,500
1973,S,0.16,1000
1973,S,0.17,1500
1973,S,0.19,2000
1973,S,0.22,4000
1973,S,0.25,6000
1973,S,0.28,8000
1973,S,0.32,10000
1973,S,0.36,12000
1973,S,0.39,14000
1973,S,0.42,16000
1973,S,0.45,18000
1973,S,0.48,20000
1973,S,0.5,22000
1973,S,0.53,26000
1973,S,0.55,32000
1973,S,0.58,38000
1973,S,0.6,44000
1973,S,0.62,50000
1973,S,0.64,60000
1973,S,0.66,70000
1973,S,0.68,80000
1973,S,0.69,90000
1973,S,0.7,100000
1972,HOH,0.14,0
1972,HOH,0.16,1000
1972,HOH,0.18,2000
1972,HOH,0.19,4000
1972,HOH,0.22,6000
1972,HOH,0.23,8000
1972,HOH,0.25,10000
1972,HOH,0.27,12000
1972,HOH,0.28,14000
1972,HOH,0.31,16000
1972,HOH,0.32,18000
1972,HOH,0.35,20000
1972,HOH,0.36,22000
1972,HOH,0.38,24000
1972,HOH,0.41,26000
1972,HOH,0.42,28000
1972,HOH,0.45,32000
1972,HOH,0.48,36000
1972,HOH,0.51,38000
1972,HOH,0.52,40000
1972,HOH,0.55,44000
1972,HOH,0.56,50000
1972,HOH,0.58,52000
1972,HOH,0.59,64000
1972,HOH,0.61,70000
1972,HOH,0.62,76000
1972,HOH,0.63,80000
1972,HOH,0.64,88000
1972,HOH,0.66,100000
1972,HOH,0.67,120000
1972,HOH,0.68,140000
1972,HOH,0.69,160000
1972,HOH,0.7,180000
1972,MFJ,0.14,0
1972,MFJ,0.15,1000
1972,MFJ,0.16,2000
1972,MFJ,0.17,3000
1972,MFJ,0.19,4000
1972,MFJ,0.22,8000
1972,MFJ,0.25,12000
1972,MFJ,0.28,16000
1972,MFJ,0.32,20000
1972,MFJ,0.36,24000
1972,MFJ,0.39,28000
1972,MFJ,0.42,32000
1972,MFJ,0.45,36000
1972,MFJ,0.48,40000
1972,MFJ,0.5,44000
1972,MFJ,0.53,52000
1972,MFJ,0.55,64000
1972,MFJ,0.58,76000
1972,MFJ,0.6,88000
1972,MFJ,0.62,100000
1972,MFJ,0.64,120000
1972,MFJ,0.66,140000
1972,MFJ,0.68,160000
1972,MFJ,0.69,180000
1972,MFJ,0.7,200000
1972,MFS,0.14,0
1972,MFS,0.15,500
1972,MFS,0.16,1000
1972,MFS,0.17,1500
1972,MFS,0.19,2000
1972,MFS,0.22,4000
1972,MFS,0.25,6000
1972,MFS,0.28,8000
1972,MFS,0.32,10000
1972,MFS,0.36,12000
1972,MFS,0.39,14000
1972,MFS,0.42,16000
1972,MFS,0.45,18000
1972,MFS,0.48,20000
1972,MFS,0.5,22000
1972,MFS,0.53,26000
1972,MFS,0.55,32000
1972,MFS,0.58,38000
1972,MFS,0.6,44000
1972,MFS,0.62,50000
1972,MFS,0.64,60000
1972,MFS,0.66,70000
1972,MFS,0.68,80000
1972,MFS,0.69,90000
1972,MFS,0.7,100000
1972,S,0.14,0
1972,S,0.15,500
1972,S,0.16,1000
1972,S,0.17,1500
1972,S,0.19,2000
1972,S,0.22,4000
1972,S,0.25,6000
1972,S,0.28,8000
1972,S,0.32,10000
1972,S,0.36,12000
1972,S,0.39,14000
1972,S,0.42,16000
1972,S,0.45,18000
1972,S,0.48,20000
1972,S,0.5,22000
1972,S,0.53,26000
1972,S,0.55,32000
1972,S,0.58,38000
1972,S,0.6,44000
1972,S,0.62,50000
1972,S,0.64,60000
1972,S,0.66,70000
1972,S,0.68,80000
1972,S,0.69,90000
1972,S,0.7,100000
1971,HOH,0.14,0
1971,HOH,0.16,1000
1971,HOH,0.18,2000
1971,HOH,0.19,4000
1971,HOH,0.22,6000
1971,HOH,0.23,8000
1971,HOH,0.25,10000
1971,HOH,0.27,12000
1971,HOH,0.28,14000
1971,HOH,0.31,16000
1971,HOH,0.32,18000
1971,HOH,0.35,20000
1971,HOH,0.36,22000
1971,HOH,0.38,24000
1971,HOH,0.41,26000
1971,HOH,0.42,28000
1971,HOH,0.45,32000
1971,HOH,0.48,36000
1971,HOH,0.51,38000
1971,HOH,0.52,40000
1971,HOH,0.55,44000
1971,HOH,0.56,50000
1971,HOH,0.58,52000
1971,HOH,0.59,64000
1971,HOH,0.61,70000
1971,HOH,0.62,76000
1971,HOH,0.63,80000
1971,HOH,0.64,88000
1971,HOH,0.66,100000
1971,HOH,0.67,120000
1971,HOH,0.68,140000
1971,HOH,0.69,160000
1971,HOH,0.7,180000
1971,MFJ,0.14,0
1971,MFJ,0.15,1000
1971,MFJ,0.16,2000
1971,MFJ,0.17,3000
1971,MFJ,0.19,4000
1971,MFJ,0.22,8000
1971,MFJ,0.25,12000
1971,MFJ,0.28,16000
1971,MFJ,0.32,20000
1971,MFJ,0.36,24000
1971,MFJ,0.39,28000
1971,MFJ,0.42,32000
1971,MFJ,0.45,36000
1971,MFJ,0.48,40000
1971,MFJ,0.5,44000
1971,MFJ,0.53,52000
1971,MFJ,0.55,64000
1971,MFJ,0.58,76000
1971,MFJ,0.6,88000
1971,MFJ,0.62,100000
1971,MFJ,0.64,120000
1971,MFJ,0.66,140000
1971,MFJ,0.68,160000
1971,MFJ,0.69,180000
1971,MFJ,0.7,200000
1971,MFS,0.14,0
1971,MFS,0.15,500
1971,MFS,0.16,1000
1971,MFS,0.17,1500
1971,MFS,0.19,2000
1971,MFS,0.22,4000
1971,MFS,0.25,6000
1971,MFS,0.28,8000
1971,MFS,0.32,10000
1971,MFS,0.36,12000
1971,MFS,0.39,14000
1971,MFS,0.42,16000
1971,MFS,0.45,18000
1971,MFS,0.48,20000
1971,MFS,0.5,22000
1971,MFS,0.53,26000
1971,MFS,0.55,32000
1971,MFS,0.58,38000
1971,MFS,0.6,44000
1971,MFS,0.62,50000
1971,MFS,0.64,60000
1971,MFS,0.66,70000
1971,MFS,0.68,80000
1971,MFS,0.69,90000
1971,MFS,0.7,100000
1971,S,0.14,0
1971,S,0.15,500
1971,S,0.16,1000
1971,S,0.17,1500
1971,S,0.19,2000
1971,S,0.22,4000
1971,S,0.25,6000
1971,S,0.28,8000
1971,S,0.32,10000
1971,S,0.36,12000
1971,S,0.39,14000
1971,S,0.42,16000
1971,S,0.45,18000
1971,S,0.48,20000
1971,S,0.5,22000
1971,S,0.53,26000
1971,S,0.55,32000
1971,S,0.58,38000
1971,S,0.6,44000
1971,S,0.62,50000
1971,S,0.64,60000
1971,S,0.66,70000
1971,S,0.68,80000
1971,S,0.69,90000
1971,S,0.7,100000
1970,HOH,0.14,0
1970,HOH,0.16,1000
1970,HOH,0.18,2000
1970,HOH,0.2,4000
1970,HOH,0.22,6000
1970,HOH,0.25,8000
1970,HOH,0.27,10000
1970,HOH,0.31,12000
1970,HOH,0.32,14000
1970,HOH,0.35,16000
1970,HOH,0.36,18000
1970,HOH,0.4,20000
1970,HOH,0.41,22000
1970,HOH,0.43,24000
1970,HOH,0.45,26000
1970,HOH,0.46,28000
1970,HOH,0.48,32000
1970,HOH,0.5,36000
1970,HOH,0.52,38000
1970,HOH,0.53,40000
1970,HOH,0.55,44000
1970,HOH,0.56,50000
1970,HOH,0.58,52000
1970,HOH,0.59,64000
1970,HOH,0.61,70000
1970,HOH,0.62,76000
1970,HOH,0.63,80000
1970,HOH,0.64,88000
1970,HOH,0.66,100000
1970,HOH,0.67,120000
1970,HOH,0.68,140000
1970,HOH,0.69,160000
1970,HOH,0.7,180000
1970,MFJ,0.14,0
1970,MFJ,0.15,1000
1970,MFJ,0.16,2000
1970,MFJ,0.17,3000
1970,MFJ,0.19,4000
1970,MFJ,0.22,8000
1970,MFJ,0.25,12000
1970,MFJ,0.28,16000
1970,MFJ,0.32,20000
1970,MFJ,0.36,24000
1970,MFJ,0.39,28000
1970,MFJ,0.42,32000
1970,MFJ,0.45,36000
1970,MFJ,0.48,40000
1970,MFJ,0.5,44000
1970,MFJ,0.53,52000
1970,MFJ,0.55,64000
1970,MFJ,0.58,76000
1970,MFJ,0.6,88000
1970,MFJ,0.62,100000
1970,MFJ,0.64,120000
1970,MFJ,0.66,140000
1970,MFJ,0.68,160000
1970,MFJ,0.69,180000
1970,MFJ,0.7,200000
1970,MFS,0.14,0
1970,MFS,0.15,500
1970,MFS,0.16,1000
1970,MFS,0.17,1500
1970,MFS,0.19,2000
1970,MFS,0.22,4000
1970,MFS,0.25,6000
1970,MFS,0.28,8000
1970,MFS,0.32,10000
1970,MFS,0.36,12000
1970,MFS,0.39,14000
1970,MFS,0.42,16000
1970,MFS,0.45,18000
1970,MFS,0.48,20000
1970,MFS,0.5,22000
1970,MFS,0.53,26000
1970,MFS,0.55,32000
1970,MFS,0.58,38000
1970,MFS,0.6,44000
1970,MFS,0.62,50000
1970,MFS,0.64,60000
1970,MFS,0.66,70000
1970,MFS,0.68,80000
1970,MFS,0.69,90000
1970,MFS,0.7,100000
1970,S,0.14,0
1970,S,0.15,500
1970,S,0.16,1000
1970,S,0.17,1500
1970,S,0.19,2000
1970,S,0.22,4000
1970,S,0.25,6000
1970,S,0.28,8000
1970,S,0.32,10000
1970,S,0.36,12000
1970,S,0.39,14000
1970,S,0.42,16000
1970,S,0.45,18000
1970,S,0.48,20000
1970,S,0.5,22000
1970,S,0.53,26000
1970,S,0.55,32000
1970,S,0.58,38000
1970,S,0.6,44000
1970,S,0.62,50000
1970,S,0.64,60000
1970,S,0.66,70000
1970,S,0.68,80000
1970,S,0.69,90000
1970,S,0.7,100000
1969,HOH,0.14,0
1969,HOH,0.16,1000
1969,HOH,0.18,2000
1969,HOH,0.2,4000
1969,HOH,0.22,6000
1969,HOH,0.25,8000
1969,HOH,0.27,10000
1969,HOH,0.31,12000
1969,HOH,0.32,14000
1969,HOH,0.35,16000
1969,HOH,0.36,18000
1969,HOH,0.4,20000
1969,HOH,0.41,22000
1969,HOH,0.43,24000
1969,HOH,0.45,26000
1969,HOH,0.46,28000
1969,HOH,0.48,32000
1969,HOH,0.5,36000
1969,HOH,0.52,38000
1969,HOH,0.53,40000
1969,HOH,0.55,44000
1969,HOH,0.56,50000
1969,HOH,0.58,52000
1969,HOH,0.59,64000
1969,HOH,0.61,70000
1969,HOH,0.62,76000
1969,HOH,0.63,80000
1969,HOH,0.64,88000
1969,HOH,0.66,100000
1969,HOH,0.67,120000
1969,HOH,0.68,140000
1969,HOH,0.69,160000
1969,HOH,0.7,180000
1969,MFJ,0.14,0
1969,MFJ,0.15,1000
1969,MFJ,0.16,2000
1969,MFJ,0.17,3000
1969,MFJ,0.19,4000
1969,MFJ,0.22,8000
1969,MFJ,0.25,12000
1969,MFJ,0.28,16000
1969,MFJ,0.32,20000
1969,MFJ,0.36,24000
1969,MFJ,0.39,28000
1969,MFJ,0.42,32000
1969,MFJ,0.45,36000
1969,MFJ,0.48,40000
1969,MFJ,0.5,44000
1969,MFJ,0.53,52000
1969,MFJ,0.55,64000
1969,MFJ,0.58,76000
1969,MFJ,0.6,88000
1969,MFJ,0.62,100000
1969,MFJ,0.64,120000
